UserID,Date,Type,Category,Amount,Description
USR_0006,2021-08-03,expense,Miscellaneous,1928,"Synthetic Miscellaneous Expense"
USR_0006,2021-08-08,expense,Entertainment,1551,"Synthetic Entertainment Expense"
USR_0006,2021-08-26,expense,Entertainment,391,"Synthetic Entertainment Expense"
USR_0006,2021-08-26,expense,Healthcare,2583,"Synthetic Healthcare Expense"
USR_0006,2021-08-15,expense,Healthcare,2742,"Synthetic Healthcare Expense"
USR_0006,2021-08-17,expense,Miscellaneous,419,"Synthetic Miscellaneous Expense"
USR_0006,2021-07-01,income,Salary,57831,"Monthly Salary (Synthetic)"
USR_0006,2021-07-05,expense,Housing,15862,"Rent Payment"
USR_0006,2021-07-10,expense,Bills,5512,"Electricity & Internet"
USR_0006,2021-07-25,expense,Food,2663,"Grocery Run"
USR_0006,2021-07-08,expense,Food,1919,"Grocery Run"
USR_0006,2021-07-17,expense,Food,2001,"Grocery Run"
USR_0006,2021-07-14,expense,Food,2732,"Grocery Run"
USR_0006,2021-07-26,expense,Shopping,2891,"Synthetic Shopping Expense"
USR_0006,2021-07-27,expense,Transport,2934,"Synthetic Transport Expense"
USR_0006,2021-07-11,expense,Transport,2384,"Synthetic Transport Expense"
USR_0006,2021-07-14,expense,Personal,3369,"Synthetic Personal Expense"
USR_0006,2021-07-27,expense,Miscellaneous,2697,"Synthetic Miscellaneous Expense"
USR_0006,2021-07-07,expense,Entertainment,348,"Synthetic Entertainment Expense"
USR_0006,2021-07-03,expense,Miscellaneous,2847,"Synthetic Miscellaneous Expense"
USR_0006,2021-06-01,income,Salary,57688,"Monthly Salary (Synthetic)"
USR_0006,2021-06-05,expense,Housing,15823,"Rent Payment"
USR_0006,2021-06-10,expense,Bills,5499,"Electricity & Internet"
USR_0006,2021-06-09,expense,Food,1963,"Grocery Run"
USR_0006,2021-06-10,expense,Food,1958,"Grocery Run"
USR_0006,2021-06-15,expense,Food,2140,"Grocery Run"
USR_0006,2021-06-06,expense,Food,2375,"Grocery Run"
USR_0006,2021-06-24,expense,Miscellaneous,3313,"Synthetic Miscellaneous Expense"
USR_0006,2021-06-11,expense,Shopping,1644,"Synthetic Shopping Expense"
USR_0006,2021-06-17,expense,Entertainment,2189,"Synthetic Entertainment Expense"
USR_0006,2021-06-26,expense,Healthcare,1909,"Synthetic Healthcare Expense"
USR_0006,2021-06-20,expense,Shopping,1355,"Synthetic Shopping Expense"
USR_0006,2021-06-22,expense,Entertainment,1692,"Synthetic Entertainment Expense"
USR_0006,2021-06-20,expense,Miscellaneous,2785,"Synthetic Miscellaneous Expense"
USR_0006,2021-05-01,income,Salary,57547,"Monthly Salary (Synthetic)"
USR_0006,2021-05-05,expense,Housing,15784,"Rent Payment"
USR_0006,2021-05-10,expense,Bills,5485,"Electricity & Internet"
USR_0006,2021-05-19,expense,Food,1672,"Grocery Run"
USR_0006,2021-05-20,expense,Food,2119,"Grocery Run"
USR_0006,2021-05-22,expense,Food,2085,"Grocery Run"
USR_0006,2021-05-18,expense,Food,1971,"Grocery Run"
USR_0006,2021-05-21,expense,Food,2161,"Grocery Run"
USR_0006,2021-05-17,expense,Shopping,952,"Synthetic Shopping Expense"
USR_0006,2021-05-18,expense,Healthcare,907,"Synthetic Healthcare Expense"
USR_0006,2021-05-28,expense,Shopping,1638,"Synthetic Shopping Expense"
USR_0006,2021-05-10,expense,Entertainment,885,"Synthetic Entertainment Expense"
USR_0006,2021-05-06,expense,Transport,1915,"Synthetic Transport Expense"
USR_0006,2021-05-19,expense,Transport,1492,"Synthetic Transport Expense"
USR_0006,2021-05-25,expense,Healthcare,430,"Synthetic Healthcare Expense"
USR_0006,2021-05-05,expense,Miscellaneous,1858,"Synthetic Miscellaneous Expense"
USR_0006,2021-05-25,expense,Personal,211,"Synthetic Personal Expense"
USR_0006,2021-05-21,expense,Healthcare,1307,"Synthetic Healthcare Expense"
USR_0006,2021-05-08,expense,Healthcare,1733,"Synthetic Healthcare Expense"
USR_0006,2021-05-23,expense,Transport,1860,"Synthetic Transport Expense"
USR_0006,2021-04-01,income,Salary,57405,"Monthly Salary (Synthetic)"
USR_0006,2021-04-05,expense,Housing,15745,"Rent Payment"
USR_0006,2021-04-10,expense,Bills,5472,"Electricity & Internet"
USR_0006,2021-04-18,expense,Food,1680,"Grocery Run"
USR_0006,2021-04-25,expense,Food,1476,"Grocery Run"
USR_0006,2021-04-06,expense,Food,1499,"Grocery Run"
USR_0006,2021-04-21,expense,Food,1515,"Grocery Run"
USR_0006,2021-04-20,expense,Food,1449,"Grocery Run"
USR_0006,2021-04-26,expense,Food,1433,"Grocery Run"
USR_0006,2021-04-06,expense,Entertainment,3956,"Synthetic Entertainment Expense"
USR_0006,2021-04-26,expense,Transport,3791,"Synthetic Transport Expense"
USR_0006,2021-04-15,expense,Transport,4056,"Synthetic Transport Expense"
USR_0006,2021-04-19,expense,Healthcare,1307,"Synthetic Healthcare Expense"
USR_0006,2021-04-22,expense,Transport,4323,"Synthetic Transport Expense"
USR_0006,2021-03-01,income,Salary,57264,"Monthly Salary (Synthetic)"
USR_0006,2021-03-05,expense,Housing,15706,"Rent Payment"
USR_0006,2021-03-10,expense,Bills,5458,"Electricity & Internet"
USR_0006,2021-03-01,expense,Food,1642,"Grocery Run"
USR_0006,2021-03-11,expense,Food,1864,"Grocery Run"
USR_0006,2021-03-02,expense,Food,1614,"Grocery Run"
USR_0006,2021-03-02,expense,Food,1741,"Grocery Run"
USR_0006,2021-03-13,expense,Food,1966,"Grocery Run"
USR_0006,2021-03-19,expense,Healthcare,409,"Synthetic Healthcare Expense"
USR_0006,2021-03-28,expense,Shopping,1918,"Synthetic Shopping Expense"
USR_0006,2021-03-11,expense,Healthcare,1957,"Synthetic Healthcare Expense"
USR_0006,2021-03-05,expense,Shopping,1000,"Synthetic Shopping Expense"
USR_0006,2021-03-12,expense,Transport,897,"Synthetic Transport Expense"
USR_0006,2021-03-06,expense,Healthcare,695,"Synthetic Healthcare Expense"
USR_0006,2021-03-06,expense,Personal,1657,"Synthetic Personal Expense"
USR_0006,2021-03-18,expense,Entertainment,924,"Synthetic Entertainment Expense"
USR_0006,2021-03-14,expense,Shopping,1433,"Synthetic Shopping Expense"
USR_0006,2021-03-08,expense,Transport,326,"Synthetic Transport Expense"
USR_0006,2021-03-22,expense,Personal,1761,"Synthetic Personal Expense"
USR_0006,2021-03-10,expense,Transport,711,"Synthetic Transport Expense"
USR_0007,2026-02-01,income,Salary,36717,"Monthly Salary (Synthetic)"
USR_0007,2026-02-05,expense,Housing,8857,"Rent Payment"
USR_0007,2026-02-10,expense,Bills,4668,"Electricity & Internet"
USR_0007,2026-02-12,expense,Food,1935,"Grocery Run"
USR_0007,2026-02-01,expense,Food,1723,"Grocery Run"
USR_0007,2026-02-01,expense,Food,1490,"Grocery Run"
USR_0007,2026-02-13,expense,Food,1683,"Grocery Run"
USR_0007,2026-02-17,expense,Shopping,2273,"Synthetic Shopping Expense"
USR_0007,2026-02-17,expense,Personal,1119,"Synthetic Personal Expense"
USR_0007,2026-02-28,expense,Personal,1610,"Synthetic Personal Expense"
USR_0007,2026-02-11,expense,Shopping,778,"Synthetic Shopping Expense"
USR_0007,2026-02-23,expense,Personal,1939,"Synthetic Personal Expense"
USR_0007,2026-02-17,expense,Entertainment,1238,"Synthetic Entertainment Expense"
USR_0007,2026-02-23,expense,Transport,450,"Synthetic Transport Expense"
USR_0007,2026-02-03,expense,Transport,2035,"Synthetic Transport Expense"
USR_0007,2026-01-01,income,Salary,36627,"Monthly Salary (Synthetic)"
USR_0007,2026-01-05,expense,Housing,8835,"Rent Payment"
USR_0007,2026-01-10,expense,Bills,4657,"Electricity & Internet"
USR_0007,2026-01-12,expense,Food,1034,"Grocery Run"
USR_0007,2026-01-22,expense,Food,1287,"Grocery Run"
USR_0007,2026-01-11,expense,Food,1319,"Grocery Run"
USR_0007,2026-01-22,expense,Food,1010,"Grocery Run"
USR_0007,2026-01-24,expense,Food,1122,"Grocery Run"
USR_0007,2026-01-08,expense,Food,1145,"Grocery Run"
USR_0007,2026-01-20,expense,Healthcare,1466,"Synthetic Healthcare Expense"
USR_0007,2026-01-18,expense,Personal,591,"Synthetic Personal Expense"
USR_0007,2026-01-17,expense,Entertainment,1437,"Synthetic Entertainment Expense"
USR_0007,2026-01-07,expense,Entertainment,1497,"Synthetic Entertainment Expense"
USR_0007,2026-01-26,expense,Shopping,1404,"Synthetic Shopping Expense"
USR_0007,2026-01-15,expense,Entertainment,774,"Synthetic Entertainment Expense"
USR_0007,2026-01-17,expense,Miscellaneous,1059,"Synthetic Miscellaneous Expense"
USR_0007,2026-01-03,expense,Personal,770,"Synthetic Personal Expense"
USR_0007,2026-01-13,expense,Transport,1201,"Synthetic Transport Expense"
USR_0007,2026-01-23,expense,Entertainment,683,"Synthetic Entertainment Expense"
USR_0007,2026-01-02,expense,Healthcare,864,"Synthetic Healthcare Expense"
USR_0007,2026-01-02,expense,Miscellaneous,253,"Synthetic Miscellaneous Expense"
USR_0007,2025-12-01,income,Salary,36537,"Monthly Salary (Synthetic)"
USR_0007,2025-12-05,expense,Housing,8813,"Rent Payment"
USR_0007,2025-12-10,expense,Bills,4645,"Electricity & Internet"
USR_0007,2025-12-05,expense,Food,1948,"Grocery Run"
USR_0007,2025-12-21,expense,Food,1556,"Grocery Run"
USR_0007,2025-12-21,expense,Food,2080,"Grocery Run"
USR_0007,2025-12-18,expense,Food,1572,"Grocery Run"
USR_0007,2025-12-15,expense,Shopping,641,"Synthetic Shopping Expense"
USR_0007,2025-12-15,expense,Entertainment,1126,"Synthetic Entertainment Expense"
USR_0007,2025-12-25,expense,Personal,1741,"Synthetic Personal Expense"
USR_0007,2025-12-22,expense,Entertainment,1808,"Synthetic Entertainment Expense"
USR_0007,2025-12-15,expense,Entertainment,1479,"Synthetic Entertainment Expense"
USR_0007,2025-12-08,expense,Transport,713,"Synthetic Transport Expense"
USR_0007,2025-12-16,expense,Healthcare,283,"Synthetic Healthcare Expense"
USR_0007,2025-12-16,expense,Personal,713,"Synthetic Personal Expense"
USR_0007,2025-12-13,expense,Healthcare,1223,"Synthetic Healthcare Expense"
USR_0007,2025-11-01,income,Salary,36447,"Monthly Salary (Synthetic)"
USR_0007,2025-11-05,expense,Housing,8792,"Rent Payment"
USR_0007,2025-11-10,expense,Bills,4634,"Electricity & Internet"
USR_0007,2025-11-18,expense,Food,2082,"Grocery Run"
USR_0007,2025-11-11,expense,Food,1652,"Grocery Run"
USR_0007,2025-11-02,expense,Food,1538,"Grocery Run"
USR_0007,2025-11-12,expense,Food,2054,"Grocery Run"
USR_0007,2025-11-23,expense,Healthcare,594,"Synthetic Healthcare Expense"
USR_0007,2025-11-18,expense,Personal,2135,"Synthetic Personal Expense"
USR_0007,2025-11-05,expense,Transport,2957,"Synthetic Transport Expense"
USR_0007,2025-11-05,expense,Entertainment,3044,"Synthetic Entertainment Expense"
USR_0007,2025-11-18,expense,Personal,1981,"Synthetic Personal Expense"
USR_0007,2025-11-01,expense,Miscellaneous,2054,"Synthetic Miscellaneous Expense"
USR_0007,2025-11-20,income,Bonus,49632,"Performance/Year-end Bonus"
USR_0007,2025-10-01,income,Salary,36357,"Monthly Salary (Synthetic)"
USR_0007,2025-10-05,expense,Housing,8770,"Rent Payment"
USR_0007,2025-10-10,expense,Bills,4622,"Electricity & Internet"
USR_0007,2025-10-19,expense,Food,1712,"Grocery Run"
USR_0007,2025-10-12,expense,Food,1543,"Grocery Run"
USR_0007,2025-10-12,expense,Food,1676,"Grocery Run"
USR_0007,2025-10-12,expense,Food,2162,"Grocery Run"
USR_0007,2025-10-14,expense,Miscellaneous,960,"Synthetic Miscellaneous Expense"
USR_0007,2025-10-15,expense,Personal,1169,"Synthetic Personal Expense"
USR_0007,2025-10-11,expense,Personal,641,"Synthetic Personal Expense"
USR_0007,2025-10-06,expense,Shopping,980,"Synthetic Shopping Expense"
USR_0007,2025-10-08,expense,Healthcare,2785,"Synthetic Healthcare Expense"
USR_0007,2025-10-17,expense,Personal,715,"Synthetic Personal Expense"
USR_0007,2025-09-01,income,Salary,36268,"Monthly Salary (Synthetic)"
USR_0007,2025-09-05,expense,Housing,8749,"Rent Payment"
USR_0007,2025-09-10,expense,Bills,4611,"Electricity & Internet"
USR_0007,2025-09-21,expense,Food,1455,"Grocery Run"
USR_0007,2025-09-14,expense,Food,1717,"Grocery Run"
USR_0007,2025-09-27,expense,Food,1192,"Grocery Run"
USR_0007,2025-09-14,expense,Food,1667,"Grocery Run"
USR_0007,2025-09-14,expense,Food,1698,"Grocery Run"
USR_0007,2025-09-25,expense,Personal,408,"Synthetic Personal Expense"
USR_0007,2025-09-19,expense,Healthcare,735,"Synthetic Healthcare Expense"
USR_0007,2025-09-14,expense,Miscellaneous,1451,"Synthetic Miscellaneous Expense"
USR_0007,2025-09-23,expense,Entertainment,1537,"Synthetic Entertainment Expense"
USR_0007,2025-09-25,expense,Healthcare,274,"Synthetic Healthcare Expense"
USR_0007,2025-09-09,expense,Entertainment,2029,"Synthetic Entertainment Expense"
USR_0007,2025-09-22,expense,Miscellaneous,722,"Synthetic Miscellaneous Expense"
USR_0007,2025-09-11,expense,Shopping,651,"Synthetic Shopping Expense"
USR_0007,2025-09-20,income,Bonus,49388,"Performance/Year-end Bonus"
USR_0007,2025-08-01,income,Salary,36178,"Monthly Salary (Synthetic)"
USR_0007,2025-08-05,expense,Housing,8727,"Rent Payment"
USR_0007,2025-08-10,expense,Bills,4600,"Electricity & Internet"
USR_0007,2025-08-08,expense,Food,1351,"Grocery Run"
USR_0007,2025-08-21,expense,Food,1427,"Grocery Run"
USR_0007,2025-08-13,expense,Food,1242,"Grocery Run"
USR_0007,2025-08-11,expense,Food,1288,"Grocery Run"
USR_0007,2025-08-10,expense,Food,1331,"Grocery Run"
USR_0007,2025-08-09,expense,Food,1355,"Grocery Run"
USR_0007,2025-08-20,expense,Entertainment,863,"Synthetic Entertainment Expense"
USR_0007,2025-08-04,expense,Transport,1044,"Synthetic Transport Expense"
USR_0007,2025-08-20,expense,Personal,872,"Synthetic Personal Expense"
USR_0007,2025-08-03,expense,Personal,947,"Synthetic Personal Expense"
USR_0007,2025-08-28,expense,Personal,612,"Synthetic Personal Expense"
USR_0007,2025-08-21,expense,Entertainment,755,"Synthetic Entertainment Expense"
USR_0007,2025-08-06,expense,Healthcare,235,"Synthetic Healthcare Expense"
USR_0007,2025-08-16,expense,Transport,317,"Synthetic Transport Expense"
USR_0007,2025-08-26,expense,Miscellaneous,647,"Synthetic Miscellaneous Expense"
USR_0007,2025-08-05,expense,Transport,1034,"Synthetic Transport Expense"
USR_0007,2025-08-16,expense,Shopping,536,"Synthetic Shopping Expense"
USR_0007,2025-08-20,expense,Healthcare,1352,"Synthetic Healthcare Expense"
USR_0007,2025-08-24,expense,Entertainment,196,"Synthetic Entertainment Expense"
USR_0007,2025-07-01,income,Salary,36089,"Monthly Salary (Synthetic)"
USR_0007,2025-07-05,expense,Housing,8706,"Rent Payment"
USR_0007,2025-07-10,expense,Bills,4588,"Electricity & Internet"
USR_0007,2025-07-10,expense,Food,1621,"Grocery Run"
USR_0007,2025-07-01,expense,Food,1679,"Grocery Run"
USR_0007,2025-07-10,expense,Food,1683,"Grocery Run"
USR_0007,2025-07-28,expense,Food,1460,"Grocery Run"
USR_0007,2025-07-01,expense,Food,1376,"Grocery Run"
USR_0007,2025-07-23,expense,Healthcare,1454,"Synthetic Healthcare Expense"
USR_0007,2025-07-11,expense,Healthcare,1536,"Synthetic Healthcare Expense"
USR_0007,2025-07-06,expense,Transport,1535,"Synthetic Transport Expense"
USR_0007,2025-07-23,expense,Miscellaneous,747,"Synthetic Miscellaneous Expense"
USR_0007,2025-07-10,expense,Healthcare,1026,"Synthetic Healthcare Expense"
USR_0007,2025-07-23,expense,Healthcare,955,"Synthetic Healthcare Expense"
USR_0007,2025-07-14,expense,Shopping,705,"Synthetic Shopping Expense"
USR_0007,2025-07-23,expense,Transport,1838,"Synthetic Transport Expense"
USR_0007,2025-07-01,expense,Personal,2027,"Synthetic Personal Expense"
USR_0007,2025-06-01,income,Salary,36001,"Monthly Salary (Synthetic)"
USR_0007,2025-06-05,expense,Housing,8684,"Rent Payment"
USR_0007,2025-06-10,expense,Bills,4577,"Electricity & Internet"
USR_0007,2025-06-21,expense,Food,1410,"Grocery Run"
USR_0007,2025-06-28,expense,Food,1398,"Grocery Run"
USR_0007,2025-06-21,expense,Food,1092,"Grocery Run"
USR_0007,2025-06-23,expense,Food,1001,"Grocery Run"
USR_0007,2025-06-11,expense,Food,1183,"Grocery Run"
USR_0007,2025-06-24,expense,Food,1152,"Grocery Run"
USR_0007,2025-06-09,expense,Shopping,1092,"Synthetic Shopping Expense"
USR_0007,2025-06-05,expense,Shopping,466,"Synthetic Shopping Expense"
USR_0007,2025-06-03,expense,Personal,261,"Synthetic Personal Expense"
USR_0007,2025-06-02,expense,Personal,1466,"Synthetic Personal Expense"
USR_0007,2025-06-26,expense,Shopping,334,"Synthetic Shopping Expense"
USR_0007,2025-06-07,expense,Transport,571,"Synthetic Transport Expense"
USR_0007,2025-06-28,expense,Entertainment,345,"Synthetic Entertainment Expense"
USR_0007,2025-06-23,expense,Transport,1166,"Synthetic Transport Expense"
USR_0007,2025-06-10,expense,Transport,1201,"Synthetic Transport Expense"
USR_0007,2025-06-24,expense,Healthcare,664,"Synthetic Healthcare Expense"
USR_0007,2025-06-06,expense,Personal,1496,"Synthetic Personal Expense"
USR_0007,2025-06-23,expense,Miscellaneous,777,"Synthetic Miscellaneous Expense"
USR_0007,2025-05-01,income,Salary,35912,"Monthly Salary (Synthetic)"
USR_0007,2025-05-05,expense,Housing,8663,"Rent Payment"
USR_0007,2025-05-10,expense,Bills,4566,"Electricity & Internet"
USR_0007,2025-05-05,expense,Food,1270,"Grocery Run"
USR_0007,2025-05-04,expense,Food,1107,"Grocery Run"
USR_0007,2025-05-12,expense,Food,1004,"Grocery Run"
USR_0007,2025-05-11,expense,Food,1279,"Grocery Run"
USR_0007,2025-05-05,expense,Food,1349,"Grocery Run"
USR_0007,2025-05-07,expense,Food,1095,"Grocery Run"
USR_0007,2025-05-05,expense,Shopping,2225,"Synthetic Shopping Expense"
USR_0007,2025-05-18,expense,Healthcare,2612,"Synthetic Healthcare Expense"
USR_0007,2025-05-11,expense,Personal,1844,"Synthetic Personal Expense"
USR_0007,2025-05-07,expense,Transport,510,"Synthetic Transport Expense"
USR_0007,2025-05-08,expense,Miscellaneous,1047,"Synthetic Miscellaneous Expense"
USR_0007,2025-04-01,income,Salary,35824,"Monthly Salary (Synthetic)"
USR_0007,2025-04-05,expense,Housing,8641,"Rent Payment"
USR_0007,2025-04-10,expense,Bills,4554,"Electricity & Internet"
USR_0007,2025-04-04,expense,Food,1539,"Grocery Run"
USR_0007,2025-04-17,expense,Food,2063,"Grocery Run"
USR_0007,2025-04-12,expense,Food,1895,"Grocery Run"
USR_0007,2025-04-25,expense,Food,2050,"Grocery Run"
USR_0007,2025-04-12,expense,Healthcare,1325,"Synthetic Healthcare Expense"
USR_0007,2025-04-04,expense,Healthcare,1044,"Synthetic Healthcare Expense"
USR_0007,2025-04-19,expense,Entertainment,765,"Synthetic Entertainment Expense"
USR_0007,2025-04-23,expense,Shopping,938,"Synthetic Shopping Expense"
USR_0007,2025-04-10,expense,Personal,911,"Synthetic Personal Expense"
USR_0007,2025-04-19,expense,Entertainment,1707,"Synthetic Entertainment Expense"
USR_0007,2025-04-25,expense,Miscellaneous,329,"Synthetic Miscellaneous Expense"
USR_0007,2025-04-24,expense,Personal,1886,"Synthetic Personal Expense"
USR_0007,2025-04-04,expense,Entertainment,1013,"Synthetic Entertainment Expense"
USR_0007,2025-03-01,income,Salary,35735,"Monthly Salary (Synthetic)"
USR_0007,2025-03-05,expense,Housing,8620,"Rent Payment"
USR_0007,2025-03-10,expense,Bills,4543,"Electricity & Internet"
USR_0007,2025-03-12,expense,Food,1663,"Grocery Run"
USR_0007,2025-03-19,expense,Food,1408,"Grocery Run"
USR_0007,2025-03-20,expense,Food,1366,"Grocery Run"
USR_0007,2025-03-13,expense,Food,1301,"Grocery Run"
USR_0007,2025-03-03,expense,Food,1280,"Grocery Run"
USR_0007,2025-03-01,expense,Healthcare,566,"Synthetic Healthcare Expense"
USR_0007,2025-03-11,expense,Personal,734,"Synthetic Personal Expense"
USR_0007,2025-03-08,expense,Healthcare,661,"Synthetic Healthcare Expense"
USR_0007,2025-03-06,expense,Transport,1159,"Synthetic Transport Expense"
USR_0007,2025-03-01,expense,Shopping,870,"Synthetic Shopping Expense"
USR_0007,2025-03-06,expense,Personal,1039,"Synthetic Personal Expense"
USR_0007,2025-03-15,expense,Personal,1026,"Synthetic Personal Expense"
USR_0007,2025-03-01,expense,Shopping,630,"Synthetic Shopping Expense"
USR_0007,2025-03-11,expense,Shopping,841,"Synthetic Shopping Expense"
USR_0007,2025-03-03,expense,Healthcare,927,"Synthetic Healthcare Expense"
USR_0007,2025-03-28,expense,Transport,393,"Synthetic Transport Expense"
USR_0007,2025-03-03,expense,Shopping,663,"Synthetic Shopping Expense"
USR_0007,2025-03-12,expense,Entertainment,1004,"Synthetic Entertainment Expense"
USR_0007,2025-03-03,expense,Transport,616,"Synthetic Transport Expense"
USR_0007,2025-03-20,income,Bonus,48663,"Performance/Year-end Bonus"
USR_0007,2025-02-01,income,Salary,35648,"Monthly Salary (Synthetic)"
USR_0007,2025-02-05,expense,Housing,8599,"Rent Payment"
USR_0007,2025-02-10,expense,Bills,4532,"Electricity & Internet"
USR_0007,2025-02-14,expense,Food,1420,"Grocery Run"
USR_0007,2025-02-15,expense,Food,1440,"Grocery Run"
USR_0007,2025-02-05,expense,Food,1855,"Grocery Run"
USR_0007,2025-02-03,expense,Food,1664,"Grocery Run"
USR_0007,2025-02-17,expense,Miscellaneous,3277,"Synthetic Miscellaneous Expense"
USR_0007,2025-02-03,expense,Shopping,3453,"Synthetic Shopping Expense"
USR_0007,2025-02-24,expense,Personal,1792,"Synthetic Personal Expense"
USR_0007,2025-02-24,expense,Entertainment,2636,"Synthetic Entertainment Expense"
USR_0007,2025-02-09,expense,Miscellaneous,711,"Synthetic Miscellaneous Expense"
USR_0007,2025-01-01,income,Salary,35560,"Monthly Salary (Synthetic)"
USR_0007,2025-01-05,expense,Housing,8578,"Rent Payment"
USR_0007,2025-01-10,expense,Bills,4521,"Electricity & Internet"
USR_0007,2025-01-17,expense,Food,1182,"Grocery Run"
USR_0007,2025-01-25,expense,Food,1312,"Grocery Run"
USR_0007,2025-01-15,expense,Food,990,"Grocery Run"
USR_0007,2025-01-22,expense,Food,973,"Grocery Run"
USR_0007,2025-01-21,expense,Food,1300,"Grocery Run"
USR_0007,2025-01-17,expense,Food,1177,"Grocery Run"
USR_0007,2025-01-18,expense,Shopping,1417,"Synthetic Shopping Expense"
USR_0007,2025-01-06,expense,Healthcare,1872,"Synthetic Healthcare Expense"
USR_0007,2025-01-02,expense,Miscellaneous,938,"Synthetic Miscellaneous Expense"
USR_0007,2025-01-21,expense,Shopping,1961,"Synthetic Shopping Expense"
USR_0007,2025-01-24,expense,Personal,1606,"Synthetic Personal Expense"
USR_0007,2025-01-10,expense,Personal,1696,"Synthetic Personal Expense"
USR_0007,2025-01-20,expense,Shopping,533,"Synthetic Shopping Expense"
USR_0007,2025-01-04,expense,Miscellaneous,1253,"Synthetic Miscellaneous Expense"
USR_0007,2025-01-16,expense,Shopping,1348,"Synthetic Shopping Expense"
USR_0007,2024-12-01,income,Salary,35472,"Monthly Salary (Synthetic)"
USR_0007,2024-12-05,expense,Housing,8557,"Rent Payment"
USR_0007,2024-12-10,expense,Bills,4510,"Electricity & Internet"
USR_0007,2024-12-21,expense,Food,2038,"Grocery Run"
USR_0007,2024-12-15,expense,Food,1738,"Grocery Run"
USR_0007,2024-12-28,expense,Food,1815,"Grocery Run"
USR_0007,2024-12-24,expense,Food,1630,"Grocery Run"
USR_0007,2024-12-28,expense,Healthcare,375,"Synthetic Healthcare Expense"
USR_0007,2024-12-01,expense,Personal,950,"Synthetic Personal Expense"
USR_0007,2024-12-21,expense,Healthcare,812,"Synthetic Healthcare Expense"
USR_0007,2024-12-09,expense,Shopping,1122,"Synthetic Shopping Expense"
USR_0007,2024-12-23,expense,Miscellaneous,904,"Synthetic Miscellaneous Expense"
USR_0007,2024-12-05,expense,Healthcare,766,"Synthetic Healthcare Expense"
USR_0007,2024-12-17,expense,Miscellaneous,811,"Synthetic Miscellaneous Expense"
USR_0007,2024-12-16,expense,Healthcare,1132,"Synthetic Healthcare Expense"
USR_0007,2024-12-08,expense,Entertainment,750,"Synthetic Entertainment Expense"
USR_0007,2024-12-13,expense,Personal,293,"Synthetic Personal Expense"
USR_0007,2024-12-08,expense,Healthcare,281,"Synthetic Healthcare Expense"
USR_0007,2024-12-01,expense,Shopping,204,"Synthetic Shopping Expense"
USR_0007,2024-12-23,expense,Transport,1065,"Synthetic Transport Expense"
USR_0007,2024-12-04,expense,Transport,751,"Synthetic Transport Expense"
USR_0007,2024-12-18,expense,Miscellaneous,1110,"Synthetic Miscellaneous Expense"
USR_0007,2024-11-01,income,Salary,35385,"Monthly Salary (Synthetic)"
USR_0007,2024-11-05,expense,Housing,8536,"Rent Payment"
USR_0007,2024-11-10,expense,Bills,4499,"Electricity & Internet"
USR_0007,2024-11-16,expense,Food,1311,"Grocery Run"
USR_0007,2024-11-19,expense,Food,1347,"Grocery Run"
USR_0007,2024-11-03,expense,Food,1615,"Grocery Run"
USR_0007,2024-11-11,expense,Food,1146,"Grocery Run"
USR_0007,2024-11-08,expense,Food,1318,"Grocery Run"
USR_0007,2024-11-23,expense,Shopping,788,"Synthetic Shopping Expense"
USR_0007,2024-11-27,expense,Miscellaneous,1050,"Synthetic Miscellaneous Expense"
USR_0007,2024-11-08,expense,Miscellaneous,671,"Synthetic Miscellaneous Expense"
USR_0007,2024-11-28,expense,Shopping,1119,"Synthetic Shopping Expense"
USR_0007,2024-11-08,expense,Transport,480,"Synthetic Transport Expense"
USR_0007,2024-11-17,expense,Transport,310,"Synthetic Transport Expense"
USR_0007,2024-11-06,expense,Shopping,1521,"Synthetic Shopping Expense"
USR_0007,2024-11-13,expense,Transport,931,"Synthetic Transport Expense"
USR_0007,2024-11-12,expense,Transport,1646,"Synthetic Transport Expense"
USR_0007,2024-11-05,expense,Personal,1366,"Synthetic Personal Expense"
USR_0007,2024-10-01,income,Salary,35298,"Monthly Salary (Synthetic)"
USR_0007,2024-10-05,expense,Housing,8515,"Rent Payment"
USR_0007,2024-10-10,expense,Bills,4488,"Electricity & Internet"
USR_0007,2024-10-09,expense,Food,1578,"Grocery Run"
USR_0007,2024-10-19,expense,Food,1899,"Grocery Run"
USR_0007,2024-10-14,expense,Food,1761,"Grocery Run"
USR_0007,2024-10-21,expense,Food,1484,"Grocery Run"
USR_0007,2024-10-16,expense,Shopping,403,"Synthetic Shopping Expense"
USR_0007,2024-10-03,expense,Miscellaneous,1906,"Synthetic Miscellaneous Expense"
USR_0007,2024-10-02,expense,Personal,252,"Synthetic Personal Expense"
USR_0007,2024-10-13,expense,Healthcare,305,"Synthetic Healthcare Expense"
USR_0007,2024-10-03,expense,Healthcare,509,"Synthetic Healthcare Expense"
USR_0007,2024-10-09,expense,Miscellaneous,1775,"Synthetic Miscellaneous Expense"
USR_0007,2024-10-13,expense,Entertainment,848,"Synthetic Entertainment Expense"
USR_0007,2024-10-03,expense,Healthcare,1896,"Synthetic Healthcare Expense"
USR_0007,2024-10-06,expense,Entertainment,913,"Synthetic Entertainment Expense"
USR_0007,2024-09-01,income,Salary,35211,"Monthly Salary (Synthetic)"
USR_0007,2024-09-05,expense,Housing,8494,"Rent Payment"
